"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Blacksmith's Talent","blb","Near Mint","Spanish","","","2024-10-22 08:45:40.620000","125","False","False",""
"1","1","Blacksnag Buzzard","otj","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","79","False","False","0.02"
"1","1","Blacksnag Buzzard","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","79","False","False","0.02"
"1","1","Blade of the Swarm","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","90","False","False","0.03"
"1","1","Blade of the Swarm","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","90","False","False","0.03"
"1","1","Bladestitched Skaab","inr","Near Mint","Spanish","","","2025-01-25 23:30:35.287000","231","False","False",""
"1","1","Blasphemous Act","cmm","Near Mint","English","","","2025-01-13 18:46:12.640000","872","False","False",""
"1","1","Blazing Volley","iko","Near Mint","English","","","2024-10-21 10:32:09.810000","107","False","False",""
"1","1","Bleak Coven Vampires","som","Near Mint","English","","","2025-11-24 16:55:09.637000","55","False","False",""
"1","1","Bleeding Woods","dsk","Near Mint","English","","","2024-10-22 10:10:52.657000","257","False","False",""
"1","1","Blighted Blackthorn","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","90","False","False","0.15"
"1","1","Blind Obedience","rvr","Near Mint","Spanish","","","2025-06-08 10:03:38.097000","9","False","False",""
"1","1","Blisterspit Gremlin","iko","Near Mint","English","","","2024-10-21 10:31:17.557000","108","False","False",""
"1","1","Blitzball","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","254","False","False","0.02"
"2","2","Blitzball Shot","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","176","False","False","0.04"
"1","1","Blood Artist","2x2","Near Mint","English","","","2025-01-20 10:24:08.633000","70","False","False",""
"1","1","Blood Crypt","rtr","Near Mint","Spanish","","","2025-08-05 16:06:41.663000","238","False","False",""
"4","4","Blood Fountain","vow","Near Mint","English","","","2025-10-23 22:03:23.253000","95","False","False",""
"1","1","Blood Fountain","vow","Near Mint","English","","","2025-11-15 16:33:07.270000","95","False","False","0.87"
"1","1","Blood Petal Celebrant","inr","Near Mint","Spanish","","","2025-01-25 23:22:31.180000","144","False","False",""
"1","1","Blood Seeker","zen","Near Mint","English","","","2025-01-22 09:33:32.460000","80","False","False",""
"1","1","Bloodfell Caves","fdn","Near Mint","Spanish","","","2024-11-14 09:27:43.600000","259","False","False",""
"1","1","Bloodline Bidding","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","91","False","False","0.52"
"1","1","Bloodmad Vampire","inr","Near Mint","Spanish","","","2025-01-25 23:28:15.570000","145","False","False",""
"1","1","Bloodstone Goblin","dom","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","115","False","False","0.05"
"1","1","Bloodtithe Harvester","inr","Near Mint","Spanish","","","2025-01-25 23:13:38.587000","233","False","False",""
"2","2","Blooming Stinger","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","174","False","False","0.02"
"2","2","Blooming Stinger","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","174","False","False","0.02"
"1","1","Blossombind","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","45","False","False","0.10"
"1","1","Blossoming Sands","fdn","Near Mint","Spanish","","","2024-11-14 09:27:19.983000","260","False","False",""
"4","4","Blossoming Sands","mom","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","268","False","False",""
"1","1","Blue Sun's Twilight","one","Near Mint","English","","","2025-11-26 21:27:05.020000","43","False","False",""
"2","2","Blur","clb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","58","False","False","0.18"
"1","1","Boarding Party","cmr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","163","False","False","0.63"
"1","1","Boggart Prankster","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","93","False","False","0.16"
"1","1","Boggart Trawler // Boggart Bog","mh3","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","243","False","False","1.53"
"3","3","Boilerbilges Ripper","dsk","Near Mint","English","","","2024-10-22 08:41:53.523000","127","False","False",""
"1","1","Boilerbilges Ripper","dsk","Near Mint","Spanish","","","2025-03-30 08:54:05.390000","127","False","False",""
"1","1","Boiling Earth","bfz","Near Mint","English","","","2024-10-31 14:06:07.467000","142","False","False",""
"1","1","Boiling Earth","plst","Near Mint","English","","","2024-10-21 11:11:50.083000","BFZ-142","False","False",""
"1","1","Bojuka Bog","dsc","Near Mint","Spanish","","","2024-10-21 12:14:18.393000","265","False","False",""
"1","1","Bojuka Bog","otc","Near Mint","Spanish","","","2025-02-01 01:09:02.193000","273","False","False",""
"1","1","Bojuka Bog","eoc","Near Mint","English","","","2025-11-15 16:33:07.270000","149","False","False","1.04"
"2","2","Bombard","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","129","False","False","0.06"
"1","1","Bone Sabres","40k","Near Mint","English","","","2024-10-21 21:10:52.473000","88","False","False",""
"1","1","Boneclub Berserker","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","126","False","False","0.16"
"1","1","Bonepicker Skirge","one","Near Mint","Spanish","","","2024-10-24 12:48:26.533000","290","False","False",""
"1","1","Boom Box","otj","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","241","False","False","0.18"
"1","1","Boom Scholar","dft","Near Mint","English","","","2025-03-03 13:40:23.047000","189","False","False",""
"1","1","Boomerang Basics","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","46","False","False","0.23"
"1","1","Boon-Bringer Valkyrie","mom","Near Mint","Spanish","foil","","2024-11-08 12:03:53.390000","9","False","False",""
"2","2","Boreal Elemental","m20","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","49","False","False","0.06"
"1","1","Borne Upon a Wind","ltr","Near Mint","Spanish","","","2024-11-14 09:41:27.490000","44","False","False",""
"1","1","Boros Elite","rvr","Near Mint","English","","","2025-04-28 06:37:25.550000","10","False","False","0.06"
"2","2","Boros Elite","rvr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","10","False","False","0.06"
"1","1","Bot Bashing Time","tmt","Near Mint","English","foil","","2026-03-16 09:34:40.437000","85","False","False","0.02"
"1","1","Bottomless Pool // Locker Room","dsk","Near Mint","Spanish","","","2024-10-21 12:08:15.187000","43","False","False",""
"1","1","Boulder Dash","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","127","False","False","0.21"
"1","1","Bounce Off","dft","Near Mint","English","","","2025-03-03 13:38:59.600000","39","False","False",""
"1","1","Bountiful Landscape","tdc","Near Mint","Spanish","","","2025-11-12 10:11:55.850000","342","False","False","0.17"
"1","1","Brainstone","dsc","Near Mint","Spanish","","","2024-10-21 12:04:50.243000","242","False","False",""
"1","1","Brainstorm","dsc","Near Mint","Spanish","","","2024-10-21 12:02:43.307000","113","False","False",""
"1","1","Brainstorm","2xm","Near Mint","English","","","2024-10-21 11:11:27.970000","44","False","False",""
"1","1","Brainsurge","mh3","Near Mint","English","","","2024-10-21 11:14:11.860000","53","False","False",""
"1","1","Brambleback Brute","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","128","False","False","0.09"
"1","1","Branching Evolution","mh3","Near Mint","English","","","2024-10-21 12:41:31.940000","285","False","False",""
"1","1","Brave the Wilds","woe","Near Mint","English","foil","","2025-11-17 08:09:05.513000","165","False","False","0.14"
"1","1","Brazen Collector","blb","Near Mint","Spanish","","","2024-10-22 08:29:17.800000","128","False","False",""
"2","2","Brazen Scourge","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","191","False","False","0.04"
"1","1","Bre of Clan Stoutarm","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","207","False","False","0.15"
"2","2","Break Down the Door","dsk","Near Mint","English","","","2024-10-21 21:07:26.563000","170","False","False",""
"1","1","Breathe Your Last","mh3","Near Mint","Spanish","foil","","2025-11-12 10:11:55.850000","82","False","False","0.14"
"1","1","Breathe Your Last","mh3","Near Mint","English","","","2025-04-07 13:26:28.320000","82","False","False",""
"1","1","Breathless Knight","mh2","Near Mint","English","","","2025-01-28 09:44:34.797000","187","False","False",""
"1","1","Bred for the Hunt","40k","Near Mint","English","","","2024-10-18 22:58:13.550000","222","False","False",""
"1","1","Bridled Bighorn","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","7","False","False","0.05"
"1","1","Brightfield Glider","dft","Near Mint","English","","","2025-05-25 11:23:38.607000","4","False","False","0.03"
"1","1","Brightspear Zealot","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","8","False","False","0.02"
"3","3","Brightspear Zealot","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","8","False","False","0.02"
"1","1","Brimstone Trebuchet","eld","Near Mint","English","","","2024-10-21 10:46:55.633000","116","False","False",""
"1","1","Brinebarrow Intruder","khm","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","49","False","False","0.20"
"1","1","Brineborn Cutthroat","fdn","Near Mint","Spanish","foil","","2024-11-14 09:20:30.997000","152","False","False",""
"1","1","Brineborn Cutthroat","fdn","Near Mint","Spanish","","","2024-11-14 09:18:57.697000","152","False","False",""
"1","1","Bristlepack Sentry","otj","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","156","False","False","0.06"
"1","1","Bristling Backwoods","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","253","False","False","0.09"
"1","1","Broken Wings","cmm","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","277","False","False","0.04"
"1","1","Broken Wings","dft","Near Mint","English","","","2025-03-03 13:39:18.443000","156","False","False",""
"1","1","Broken Wings","cmm","Near Mint","English","","","2025-04-28 06:37:25.550000","277","False","False","0.04"
"2","2","Broken Wings","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","214","False","False","0.08"
"1","1","Broken Wings","blc","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","208","False","False","0.12"
"2","2","Broken Wings","dmu","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","157","False","False",""
"1","1","Broken Wings","snc","Near Mint","English","","","2025-04-28 06:37:25.550000","136","False","False","0.04"
"1","1","Broodguard Elite","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","175","False","False","0.11"
"1","1","Broodguard Elite","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","175","False","False","0.11"
"1","1","Broodlord","40k","Near Mint","English","","","2024-10-21 21:09:21.050000","89","False","False",""
"2","2","Broodspinner","dsk","Near Mint","English","","","2024-10-21 15:43:09.737000","211","False","False",""
"1","1","Broodspinner","dsk","Near Mint","English","","","2025-08-05 16:30:28.470000","211","False","False","0.09"
"1","1","Bruna, the Fading Light","inr","Near Mint","Spanish","","","2025-01-25 23:32:46.233000","14","False","False",""
"1","1","Built to Last","kld","Near Mint","English","","","2025-04-28 06:37:25.550000","7","False","False","0.06"
"2","2","Bulwark Giant","rvr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","11","False","False","0.06"
"1","1","Burdened Aerialist","mh2","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","38","False","False","0.16"
"1","1","Burner Rocket","dft","Near Mint","English","","","2025-05-25 11:23:38.607000","114","False","False","0.03"
"1","1","Burning Curiosity","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","129","False","False","0.08"
"1","1","Burning Earth","m14","Near Mint","Spanish","","","2024-10-21 10:36:29.967000","130","False","False",""
"1","1","Burning Vengeance","inr","Near Mint","Spanish","","","2025-01-25 23:33:38.773000","397","False","False",""
"1","1","Burnished Hart","dsc","Near Mint","Spanish","","","2024-10-21 12:00:08.740000","243","False","False",""
"1","1","Burst Lightning","fdn","Near Mint","English","","","2025-10-05 12:50:54.490000","192","False","False",""
"1","1","Butcher's Cleaver","ddq","Near Mint","English","","","2024-10-21 10:17:27.033000","31","False","False",""
"1","1","Butterbur, Bree Innkeeper","ltr","Near Mint","English","","","2024-11-08 11:51:52.473000","197","False","False",""
"2","2","Bygone Colossus","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","235","False","False","0.13"
"1","1","Bygone Colossus","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","235","False","False","0.13"
"1","1","Cache Grab","blb","Near Mint","English","","","2025-04-28 06:37:25.550000","167","False","False","0.12"
"1","1","Cache Grab","blb","Near Mint","Spanish","","","2024-10-21 21:12:40.170000","167","False","False",""
"1","1","Cackling Counterpart","inr","Near Mint","English","","","2025-11-12 10:11:55.850000","55","False","False","0.06"
"1","1","Cackling Prowler","fdn","Near Mint","English","","","2024-12-21 09:50:24.307000","101","False","False",""
"3","3","Cackling Slasher","dsk","Near Mint","English","","","2024-10-22 09:54:18.820000","85","False","False",""
"1","1","Cackling Slasher","dsk","Near Mint","English","foil","","2024-12-21 09:48:53.203000","85","False","False",""
"1","1","Cacophony Unleashed","cmm","Near Mint","English","","","2025-06-15 10:48:31.887000","730","False","False",""
"2","2","Cactarantula","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","158","False","False","0.10"
"1","1","Cactuar","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","177","False","False","0.02"
"1","1","Cage of Hands","cmr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","14","False","False","0.08"
"1","1","Caldaia Strongarm","snc","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","138","False","False","0.04"
"2","2","Call of the Conclave","rvr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","169","False","False","0.06"
"1","1","Call the Cavalry","dom","Near Mint","Spanish","","","2024-10-25 10:38:46.057000","9","False","False",""
"1","1","Call the Mountain Chocobo","fin","Near Mint","English","","","2025-07-01 06:02:26.130000","131","False","False",""
"1","1","Callous Inspector","tla","Near Mint","English","","","2025-11-15 16:30:32.017000","89","False","False",""
"1","1","Caltrops","uds","Near Mint","Spanish","","","2024-10-21 10:20:54.117000","129","False","False",""
"1","1","Camera Launcher","dft","Near Mint","English","","","2025-03-03 13:35:47.933000","232","False","False",""
"1","1","Campus Guide","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","251","False","False","0.02"
"2","2","Cancel","pca","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","15","False","False","0.07"
"1","1","Cancel","10e","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","71","False","False","0.10"
